Input_Row,SMILES,Canonical_Flat_SMILES,Valid_RDKit,Novel_vs_FXA_reference_flat,MW,cLogP,TPSA,HBD,HBA,RotBonds,HeavyAtoms,QED,Basic_Druglike_Flag,SMILES_state,NLL,Predicted_FXA_pKi,RF_Tree_Uncertainty,FXA_Rank
869,NC(=O)c1nn(-c2ccccc2)c2c1C(=O)N(c1ccc(NC(=O)c3noc4ccc(F)cc34)cc1)C2,NC(=O)c1nn(-c2ccccc2)c2c1C(=O)N(c1ccc(NC(=O)c3noc4ccc(F)cc34)cc1)C2,True,True,496.45800000000025,3.664200000000002,136.35,2,6,5,37,0.38108987708263903,True,1,35.33,7.705741723855336,1.5573008146359861,13
263,COc1cc(Cl)ccc1-c1cc(C(=O)Nc2ccc(Br)cc2F)no1,COc1cc(Cl)ccc1-c1cc(C(=O)Nc2ccc(Br)cc2F)no1,True,True,425.6410000000001,5.157500000000002,64.36,1,4,4,25,0.6271469606161363,False,1,27.08,7.704669403791428,1.393515986916819,14
902,CCOC(=O)CN1CCN(CC(=O)Nc2c(Cl)cc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)CC1,CCOC(=O)CN1CCN(CC(=O)Nc2c(Cl)cc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)CC1,True,True,527.8360000000001,4.018300000000002,90.98,2,6,8,34,0.5041246166128192,True,1,30.16,7.67618526204427,1.5146051119021837,15
831,O=C(CN(Cl)C1CCCN1S(=O)(=O)c1ccc2ccc(Cl)cc2c1)N1CCC(N2CCc3ccc(F)cc32)C1=O,O=C(CN(Cl)C1CCCN1S(=O)(=O)c1ccc2ccc(Cl)cc2c1)N1CCC(N2CCc3ccc(F)cc32)C1=O,True,True,605.5190000000002,4.388900000000005,81.24000000000001,0,6,6,40,0.3882530564495661,False,1,45.24,7.65331500005722,1.4361382079045875,16
567,NS(=O)(=O)c1ccccc1-c1ccc(N2CCc3cc(-c4nnc(CNC56CC7CC(CC(C7)C5)C6)s4)sc32)c(F)c1,NS(=O)(=O)c1ccccc1-c1ccc(N2CCc3cc(-c4nnc(CNC56CC7CC(CC(C7)C5)C6)s4)sc32)c(F)c1,True,True,621.8290000000004,6.472700000000006,101.21000000000001,2,8,7,42,0.2453046205108553,False,1,41.52,7.652348113568624,1.5798985562752852,17
585,N=C(N)c1sc2c(C(=O)N=c3cc(C(=O)O)cc[nH]3)cc(-c3ccccc3S(N)(=O)=O)ccc1-2,N=C(N)c1sc2c(C(=O)N=c3cc(C(=O)O)cc[nH]3)cc(-c3ccccc3S(N)(=O)=O)ccc1-2,True,True,495.5420000000002,2.21877,192.55,5,6,5,34,0.20796987890147817,True,1,42.06,7.626498260243734,1.6108268384203182,18
288,N=c1cc(-c2c3c(=O)n(CCCN4CC4)[nH]c3nn2-c2ccccc2)cc[nH]1,N=c1cc(-c2c3c(=O)n(CCCN4CC4)[nH]c3nn2-c2ccccc2)cc[nH]1,True,True,375.436,1.6955699999999991,98.25999999999999,3,4,6,28,0.4474198363692762,True,1,43.08,7.595505634943644,1.487109608275254,19
672,COc1c(Cl)cccc1-c1cc(C(=O)Nc2ccc(=N)[nH]c2)n(-c2ccc(C(=O)NC(CO)c3cccnc3)cc2)n1,COc1c(Cl)cccc1-c1cc(C(=O)Nc2ccc(=N)[nH]c2)n(-c2ccc(C(=O)NC(CO)c3cccnc3)cc2)n1,True,True,584.0360000000002,4.119570000000001,158.01,5,7,9,42,0.17554041741223764,True,1,34.96,7.585270536025365,1.7048896230666353,20
691,O=C(NC1CC1)c1ccc(-n2nc(Cl)c3ccc(N(CCCF)CC4CC4)nc32)cc1,O=C(NC1CC1)c1ccc(-n2nc(Cl)c3ccc(N(CCCF)CC4CC4)nc32)cc1,True,True,441.93800000000033,4.542100000000004,63.050000000000004,1,4,9,31,0.5290918022514035,True,1,36.46,7.528956758022308,1.5182424862103778,21
586,Cc1c(CN(C)c2ncc(Cl)c3sc(-c4nn[nH]n4)cc23)cccc1-n1ccccc1=O,Cc1c(CN(C)c2ncc(Cl)c3sc(-c4nn[nH]n4)cc23)cccc1-n1ccccc1=O,True,True,463.9540000000001,4.225520000000003,92.59,1,7,5,32,0.41909458442804987,True,1,38.13,7.52035758412679,1.718938557051968,22
648,COc1ccc(N=C2N=C3C(=C4C=CC=CN4N2c2ccc(-c4ccccc4CN(C)C)cc2)CCc2ccccc23)cn1,COc1ccc(N=C2N=C3C(=C4C=CC=CN4N2c2ccc(-c4ccccc4CN(C)C)cc2)CCc2ccccc23)cn1,True,True,578.7200000000003,7.316600000000008,56.56000000000001,0,5,6,44,0.24006676582370498,False,1,43.13,7.510669180552164,1.6696612870311092,23
820,O=C(Nc1ccc(O)[nH]c1=O)c1ccc(Cl)cc1,O=C(Nc1ccc(O)[nH]c1=O)c1ccc(Cl)cc1,True,True,264.66799999999995,1.9861999999999997,82.19,3,3,2,18,0.7756640600646023,True,1,24.66,7.506713142712911,1.554238313194491,24
53,CC(=O)c1cccc(-c2c3c(nn2-c2ccc(F)cc2)C(=N)NS(=O)(=O)N3)c1,CC(=O)c1cccc(-c2c3c(nn2-c2ccc(F)cc2)C(=N)NS(=O)(=O)N3)c1,True,True,399.407,2.4662699999999997,116.94,3,5,3,28,0.5866195566489105,True,1,32.49,7.501655541578929,1.6333740774680594,25
447,Cn1nc(-c2nc(C3CCN3C(=O)c3c(F)cnn3-c3ccc4occ(O)c4c3)no2)cc1C(F)(F)F,Cn1nc(-c2nc(C3CCN3C(=O)c3c(F)cnn3-c3ccc4occ(O)c4c3)no2)cc1C(F)(F)F,True,True,517.3990000000002,3.8527000000000022,128.24,1,8,4,37,0.3562428567487464,True,1,43.3,7.474530729543594,1.7168355576888594,26
392,N=c1cnc(-c2ccc(-c3ccccc3S(N)(=O)=O)cc2F)c(F)[nH]1,N=c1cnc(-c2ccc(-c3ccccc3S(N)(=O)=O)cc2F)c(F)[nH]1,True,True,362.36100000000005,2.1487700000000003,112.69,3,4,3,25,0.6633099949039432,True,1,20.13,7.458388994884491,1.5543433087468772,27
287,O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccc(Cl)cc1,O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccc(Cl)cc1,True,True,314.728,2.574700000000001,66.48,1,3,3,22,0.8854625855690622,True,1,19.52,7.447006939570109,1.193560430478893,28
825,O=C(O)c1nc(-c2ccc(-n3ncc4c(c3=O)N=C(c3cccc(-c5cncnc5)c3)CS4)cc2)c[nH]1,O=C(O)c1nc(-c2ccc(-n3ncc4c(c3=O)N=C(c3cccc(-c5cncnc5)c3)CS4)cc2)c[nH]1,True,True,507.53500000000014,4.0043000000000015,139.01,2,8,5,37,0.3638635951561041,True,1,49.13,7.440719987319765,1.5571181519170139,29
310,CC(=N)NCC12CC3CC(C1)CC(CCNC(=N)c1ccc(-c4csc(=NCc5cc6ccccc6n5C)n4-c4ccc(Cl)cc4)cc1)(C2)C(F)(F)C3,CC(=N)NCC12CC3CC(C1)CC(CCNC(=N)c1ccc(-c4csc(=NCc5cc6ccccc6n5C)n4-c4ccc(Cl)cc4)cc1)(C2)C(F)(F)C3,True,True,754.3950000000001,9.565539999999999,93.98000000000002,4,4,10,53,0.08451980938660186,False,1,69.72,7.4139992374181745,1.6238205054868904,30
781,COc1ccc(S(C)(=O)=O)cc1NC(=O)c1cc(Cl)cc(C(C)N(C)C(=O)Cn2cc3ccccc3c2C#N)c1S(C)(=O)=O,COc1ccc(S(C)(=O)=O)cc1NC(=O)c1cc(Cl)cc(C(C)N(C)C(=O)Cn2cc3ccccc3c2C#N)c1S(C)(=O)=O,True,True,657.1700000000002,4.453880000000004,155.64,1,8,9,44,0.2769484915851042,False,1,57.43,7.403100452136993,1.67072770147938,31
704,NC(=O)C1CCCN1c1ccc(NC(=O)c2nnnn2-c2cc3ccc(Cl)cc3s2)cc1,NC(=O)C1CCCN1c1ccc(NC(=O)c2nnnn2-c2cc3ccc(Cl)cc3s2)cc1,True,True,467.9420000000002,3.2368000000000015,119.03,2,7,5,32,0.464722531037287,True,1,31.47,7.3977040300096775,1.5690433800514507,32
477,Clc1ccc(-n2[nH]nnc2=NCc2cc3ccccc3s2)cc1,Clc1ccc(-n2[nH]nnc2=NCc2cc3ccccc3s2)cc1,True,True,341.82700000000006,3.564400000000002,58.86,1,4,3,23,0.6190206485083658,True,1,25.23,7.382817850152652,1.3907179783208747,33
67,CN1CCN(c2ccc3c(c2)S(=O)(=O)N=C(c2no[n+]([O-])c(Cc4cc(Cl)ccc4Cl)c2=O)N3)CC1,CN1CCN(c2ccc3c(c2)S(=O)(=O)N=C(c2no[n+]([O-])c(Cc4cc(Cl)ccc4Cl)c2=O)N3)CC1,True,True,551.4120000000001,1.8785999999999996,135.05,1,9,4,36,0.48249698029348087,True,1,38.17,7.38127860173952,1.543656643134467,34
428,COc1ccc(NC(=O)c2nn(-c3ccc(Cl)c(Cl)c3)c(C(=O)Nc3cccc(C)c3)c2C(=O)Nc2cc(OC)ccc2F)cc1,COc1ccc(NC(=O)c2nn(-c3ccc(Cl)c(Cl)c3)c(C(=O)Nc3cccc(C)c3)c2C(=O)Nc2cc(OC)ccc2F)cc1,True,True,662.5050000000002,7.400720000000004,123.58,3,6,9,46,0.15121792977131276,False,1,43.11,7.366910661697387,1.5342015545995553,35
583,O=C(Nc1ccc2c(c1)C(=O)NC2=O)c1ccc(Cl)cc1,O=C(Nc1ccc2c(c1)C(=O)NC2=O)c1ccc(Cl)cc1,True,True,300.701,2.4759,75.27000000000001,2,3,2,21,0.8366700509898553,True,1,20.84,7.359590304538183,1.522258600733948,36
811,Cc1nn(-c2cc3nc[nH]c(=Nc4ccc(Cl)nc4)c3cc2Cl)c(=O)n1C(F)F,Cc1nn(-c2cc3nc[nH]c(=Nc4ccc(Cl)nc4)c3cc2Cl)c(=O)n1C(F)F,True,True,438.22500000000014,3.548020000000001,93.75,1,5,3,29,0.4954579426237517,True,1,34.26,7.354950182047344,1.5866619380666183,37
139,O=C1SC(=Cc2cc(-c3ccccc3)n(-c3ccc(Cl)c(Cl)c3)n2)C(=O)N1C(Cc1ccc(O)cc1)c1nc2ccccc2o1,O=C1SC(=Cc2cc(-c3ccccc3)n(-c3ccc(Cl)c(Cl)c3)n2)C(=O)N1C(Cc1ccc(O)cc1)c1nc2ccccc2o1,True,True,653.5470000000001,8.7132,101.46000000000001,1,7,7,45,0.17207367031536078,False,1,42.44,7.3532437604586285,1.6622439608198571,38
315,COc1ccc(C(=O)N=c2cc[nH]c(NC(=O)c3ccc(Cl)cn3)c2)cn1,COc1ccc(C(=O)N=c2cc[nH]c(NC(=O)c3ccc(Cl)cn3)c2)cn1,True,True,383.7950000000001,2.4601000000000006,109.32999999999998,2,5,4,27,0.718772025732368,True,1,24.23,7.346622827927271,1.6933109118373115,39
39,Clc1ccc2c(c1)-c1nc(-n3ccnc3)ncc1C(c1ccsc1)Cc1cccn1-2,Clc1ccc2c(c1)-c1nc(-n3ccnc3)ncc1C(c1ccsc1)Cc1cccn1-2,True,True,429.93600000000015,5.5229000000000035,48.53,0,4,2,30,0.3707683614405991,False,1,37.76,7.341081056404114,1.567858165123999,40
362,CC(=N)Cc1c(C(=O)OCCN2CCOCC2)c(=O)ccn1-c1cc(-n2ccccc2=O)cs1,CC(=N)Cc1c(C(=O)OCCN2CCOCC2)c(=O)ccn1-c1cc(-n2ccccc2=O)cs1,True,True,482.56200000000007,2.1210699999999996,106.62,1,8,8,34,0.3894319063346605,True,1,45.84,7.335713729233969,1.6338891073247646,41
610,COC(=O)N1CCC(Cc2cn(-c3cccc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)c3)nc2-c2ccc(OC3CCN(C4CC4)CC3)cc2)CC1,COC(=O)N1CCC(Cc2cn(-c3cccc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)c3)nc2-c2ccc(OC3CCN(C4CC4)CC3)cc2)CC1,True,True,813.9659999999997,7.58430000000001,95.41,1,8,11,59,0.1658024975810911,False,1,49.44,7.330574313894908,1.7508406981525324,42
696,O=C(Nc1ccc(Cl)cc1)c1c(-c2ccc(Cl)cc2Cl)noc1C(F)(F)F,O=C(Nc1ccc(Cl)cc1)c1c(-c2ccc(Cl)cc2Cl)noc1C(F)(F)F,True,True,435.6160000000001,6.572900000000002,55.13,1,3,3,27,0.5058758194341122,False,1,21.05,7.328490400791169,1.3062994579788743,43
669,COC(=O)C1=COC(OC2CCCCO2)C2CCC1N2S(=O)(=O)c1ccc2cc(Cl)ccc2c1,COC(=O)C1=COC(OC2CCCCO2)C2CCC1N2S(=O)(=O)c1ccc2cc(Cl)ccc2c1,True,True,507.99200000000013,3.971300000000003,91.37,0,7,5,34,0.565283661332335,True,1,38.95,7.32227298729079,1.5392550318162832,44
734,NS(=O)(=O)c1ccccc1-c1ccc(N2CCc3c(cc([N+](=O)[O-])c4ccccc34)C2)cc1,NS(=O)(=O)c1ccccc1-c1ccc(N2CCc3c(cc([N+](=O)[O-])c4ccccc34)C2)cc1,True,True,459.5270000000002,4.625100000000003,106.54000000000002,1,5,4,33,0.35383878900750837,True,1,30.69,7.321367563597361,1.651672191442696,45
807,CC(C)CC(NCC(=O)c1cc(Cl)c(-c2cnc(N(CCCCn3nc(N4CCCC4)ccc3=O)C(=O)c3ccc4cc(Cl)ccc4c3)s2)s1)C(=N)N,CC(C)CC(NCC(=O)c1cc(Cl)c(-c2cnc(N(CCCCn3nc(N4CCCC4)ccc3=O)C(=O)c3ccc4cc(Cl)ccc4c3)s2)s1)C(=N)N,True,True,793.8470000000002,7.738670000000008,150.3,3,10,16,53,0.03977163856940381,False,1,65.17,7.320196625248592,1.5530003215733277,46
592,COc1ccc(-c2nccn2-c2cc[nH]c(=Nc3ccc(C(=O)N4CCC(N5CCCCC5)CC4)cc3F)n2)cc1NC(=O)c1c(F)cccc1F,COc1ccc(-c2nccn2-c2cc[nH]c(=Nc3ccc(C(=O)N4CCC(N5CCCCC5)CC4)cc3F)n2)cc1NC(=O)c1c(F)cccc1F,True,True,710.7610000000004,6.263500000000007,120.74000000000001,2,7,8,52,0.19621158293256571,False,1,38.02,7.319577499998182,1.6207438643836967,47
432,CN1CCC(Sc2cc(Cl)cc(NC(=O)CNC(=S)Nc3ccc(Cl)cc3F)c2Cl)CC1,CN1CCC(Sc2cc(Cl)cc(NC(=O)CNC(=S)Nc3ccc(Cl)cc3F)c2Cl)CC1,True,True,535.925,5.897300000000004,56.400000000000006,3,4,6,32,0.400692210751377,False,1,41.19,7.318401431894304,1.2726816400437237,48
564,CN1C(=O)C(c2cnn(-c3ccccc3C(=O)c3ccccc3)c2)=C(c2c[nH]c3ccccc23)C1=O,CN1C(=O)C(c2cnn(-c3ccccc3C(=O)c3ccccc3)c2)=C(c2c[nH]c3ccccc23)C1=O,True,True,472.5040000000002,4.494000000000003,88.06,1,4,5,36,0.30151812698589125,True,1,31.06,7.318045503146308,1.565599576233324,49
513,COc1cc(NC(=O)c2ccc(-c3ccccc3C#N)cc2)ccc1-c1cc(=O)c2cc(Cl)ccc2o1,COc1cc(NC(=O)c2ccc(-c3ccccc3C#N)cc2)ccc1-c1cc(=O)c2cc(Cl)ccc2o1,True,True,506.9450000000002,6.912980000000004,92.33,1,5,5,37,0.2792920535633882,False,1,35.42,7.316867699010032,1.5821475440665798,50
