SMILES,SMILES_state,NLL,Canonical_SMILES,Flat_Canonical_SMILES,Valid_RDKit,MW,LogP,TPSA,HBD,HBA,RotBonds,HeavyAtoms,QED,Novel_vs_FXA_reference,Predicted_pKi_FXA,RF_tree_std_uncertainty,Basic_Druglike
Cc1cc(C)c2c(n1)n(Cc1cncc(NS(=O)(=O)c3ccc(-c4ccc(F)cc4)cc3)c1)c(=O)n2C1CC1,1,37.14,Cc1cc(C)c2c(n1)n(Cc1cncc(NS(=O)(=O)c3ccc(-c4ccc(F)cc4)cc3)c1)c(=O)n2C1CC1,Cc1cc(C)c2c(n1)n(Cc1cncc(NS(=O)(=O)c3ccc(-c4ccc(F)cc4)cc3)c1)c(=O)n2C1CC1,True,543.6240000000001,5.199940000000005,98.88,1,5,7,39,0.3042866927460132,True,6.540089485136669,1.5822271848957297,True
Cc1nc[nH]c1Cn1cnc2cc(-c3ccc(C(=O)N4CCOCC4)cc3)[nH]c2c1=O,1,37.07,Cc1nc[nH]c1Cn1cnc2cc(-c3ccc(C(=O)N4CCOCC4)cc3)[nH]c2c1=O,Cc1nc[nH]c1Cn1cnc2cc(-c3ccc(C(=O)N4CCOCC4)cc3)[nH]c2c1=O,True,418.4570000000002,1.9438199999999999,108.9,2,5,4,31,0.5265220624014407,True,6.536630830866949,1.4141735603417702,True
CC(=O)NC(C)C(=O)Nc1cc(C#N)ccc1N1CCCCC1,1,27.39,CC(=O)NC(C)C(=O)Nc1cc(C#N)ccc1N1CCCCC1,CC(=O)NC(C)C(=O)Nc1cc(C#N)ccc1N1CCCCC1,True,314.3890000000002,2.01168,85.23,2,4,4,23,0.8900198890900936,True,6.516667162060359,1.5891924559577968,True
CCOC(=O)N1CCN(C(=S)Nc2ccc(C(=O)Nc3ccccc3N)c(C)c2)CC1,1,30.31,CCOC(=O)N1CCN(C(=S)Nc2ccc(C(=O)Nc3ccccc3N)c(C)c2)CC1,CCOC(=O)N1CCN(C(=S)Nc2ccc(C(=O)Nc3ccccc3N)c(C)c2)CC1,True,441.55700000000024,3.3004200000000017,99.92999999999999,3,5,4,31,0.4944211558859236,True,6.511887766924772,1.5439091854081257,True
COc1ccccc1N(CC(=O)NN=Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,1,25.62,COc1ccccc1N(CC(=O)NN=Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,COc1ccccc1N(CC(=O)NN=Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,True,492.3840000000002,4.347600000000003,88.07,1,5,8,32,0.37431735353271556,True,6.499850887028376,1.4374845137946919,True
COc1ccc(C=CC(=O)c2cc3c(c(OC)c2)OC(C)(CCC=C(C)CCC=C(C)C)CC3)cc1,1,30.11,COc1ccc(C=CC(=O)c2cc3c(c(OC)c2)OC(C)(CCC=C(C)CCC=C(C)C)CC3)cc1,COc1ccc(C=CC(=O)c2cc3c(c(OC)c2)OC(C)(CCC=C(C)CCC=C(C)C)CC3)cc1,True,488.6680000000004,8.156500000000007,44.760000000000005,0,4,11,36,0.18179056802402202,True,6.4988406696001695,1.5257778810040543,False
COc1cccc(C=NNC(=S)Nc2ccccc2Cl)c1OC,1,22.8,COc1cccc(C=NNC(=S)Nc2ccccc2Cl)c1OC,COc1cccc(C=NNC(=S)Nc2ccccc2Cl)c1OC,True,349.8430000000001,3.6777000000000015,54.879999999999995,2,4,5,23,0.48971741757553583,True,6.4618568264325456,1.4696732175914375,True
CC1=CCC(C2c3ccccc3C(=N)C23c2ccccc2N(C)S3(=O)=O)C1,1,40.77,CC1=CCC(C2c3ccccc3C(=N)C23c2ccccc2N(C)S3(=O)=O)C1,CC1=CCC(C2c3ccccc3C(=N)C23c2ccccc2N(C)S3(=O)=O)C1,True,378.4970000000001,4.1830700000000025,61.230000000000004,1,3,1,27,0.7567783169439863,True,6.4423430101076775,1.4576917015313038,True
CC12CCC3C(CC4OC45C(O)C(O)C(O)CC35C)C1(O)CCC2c1coc(O)c1,1,27.59,CC12CCC3C(CC4OC45C(O)C(O)C(O)CC35C)C1(O)CCC2c1coc(O)c1,CC12CCC3C(CC4OC45C(O)C(O)C(O)CC35C)C1(O)CCC2c1coc(O)c1,True,420.50200000000024,1.660199999999999,126.82000000000001,5,7,1,30,0.43739884167351106,True,6.436249416934119,1.5892939839782485,True
CC=CC(=O)CCCCCCNC(=O)c1cc2ccccc2o1,1,32.36,CC=CC(=O)CCCCCCNC(=O)c1cc2ccccc2o1,CC=CC(=O)CCCCCCNC(=O)c1cc2ccccc2o1,True,313.39700000000005,4.258300000000004,59.31,1,3,9,23,0.5556647672509137,True,6.428561128775279,1.5341451453090227,True
O=C(O)CN1C(=O)C(=Cc2ccc(OCc3cccc(F)c3)c(OCc3ccccc3F)c2)SC1=S,1,28.35,O=C(O)CN1C(=O)C(=Cc2ccc(OCc3cccc(F)c3)c(OCc3ccccc3F)c2)SC1=S,O=C(O)CN1C(=O)C(=Cc2ccc(OCc3cccc(F)c3)c(OCc3ccccc3F)c2)SC1=S,True,527.5700000000002,5.408600000000004,76.07000000000001,1,6,9,36,0.2946729884211539,True,6.424212464624359,1.518384936607404,True
CCn1ccnc1CN(C)CC(=O)N1CCN(c2cnccn2)CC1,1,28.57,CCn1ccnc1CN(C)CC(=O)N1CCN(c2cnccn2)CC1,CCn1ccnc1CN(C)CC(=O)N1CCN(c2cnccn2)CC1,True,343.43500000000006,0.4736000000000009,70.39000000000001,0,6,6,25,0.7595188542956489,True,6.421197873751323,1.6051761846412378,True
CC=Cn1cnc2c1c(C(N)=O)c(O)c(=O)n2C(CCCN=C(N)N)C(=O)Nc1c(F)cccc1F,1,57.94,CC=Cn1cnc2c1c(C(N)=O)c(O)c(=O)n2C(CCCN=C(N)N)C(=O)Nc1c(F)cccc1F,CC=Cn1cnc2c1c(C(N)=O)c(O)c(=O)n2C(CCCN=C(N)N)C(=O)Nc1c(F)cccc1F,True,502.48200000000026,1.0046999999999997,196.64000000000001,5,6,9,36,0.16332490093867086,True,6.417876494248707,1.5959420886758195,False
O=C(c1ccc(Oc2ccccc2)cc1)N1CCCC(O)C1,1,22.81,O=C(c1ccc(Oc2ccccc2)cc1)N1CCCC(O)C1,O=C(c1ccc(Oc2ccccc2)cc1)N1CCCC(O)C1,True,297.35400000000004,3.075800000000001,49.769999999999996,1,3,3,22,0.9468970629144062,True,6.384070590353011,1.3633375812391533,True
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)CCC(=O)Nc1ccc(S(=O)(=O)N(CC)CC)cc1,1,29.2,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)CCC(=O)Nc1ccc(S(=O)(=O)N(CC)CC)cc1,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)CCC(=O)Nc1ccc(S(=O)(=O)N(CC)CC)cc1,True,524.5900000000004,3.201200000000002,115.89,2,5,12,36,0.4424943327974066,True,6.384017467816672,1.6058992040837012,True
