Input_Row,SMILES,Canonical_Flat_SMILES,Valid_RDKit,Novel_vs_FXA_reference_flat,MW,cLogP,TPSA,HBD,HBA,RotBonds,HeavyAtoms,QED,Basic_Druglike_Flag,SMILES_state,NLL,Predicted_FXA_pKi,RF_Tree_Uncertainty,FXA_Rank
486,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)N=c2cc[nH]cc2)cc1C#N,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)N=c2cc[nH]cc2)cc1C#N,True,True,465.92200000000014,4.022180000000002,113.13,1,5,5,32,0.47782347327803926,True,1,22.34,7.353696729183197,1.4420105124255194,14
276,O=C1CN(c2ccc(Cl)cc2C(F)(F)F)CC(=O)N1CC1CCCC1,O=C1CN(c2ccc(Cl)cc2C(F)(F)F)CC(=O)N1CC1CCCC1,True,True,374.7900000000002,3.7242000000000024,40.620000000000005,0,3,3,25,0.7569623508548031,True,1,32.98,7.33911451889144,1.363013214999926,15
910,Cc1cc(C)n(-c2cc(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)n[nH]2)n1,Cc1cc(C)n(-c2cc(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)n[nH]2)n1,True,True,391.43500000000006,2.2623599999999997,102.52999999999999,2,4,4,29,0.5569383095109011,True,1,23.72,7.331519412183761,1.5792303259020755,16
637,Fc1cc(-n2nnnc2C(F)(F)F)ccc1OCc1ccc2c(c1Cl)CCO2,Fc1cc(-n2nnnc2C(F)(F)F)ccc1OCc1ccc2c(c1Cl)CCO2,True,True,414.7460000000002,3.9875000000000025,62.06,0,5,4,28,0.6041096153680381,True,1,36.37,7.324114556656943,1.7159952566741088,17
230,COc1ccc(-n2nc(C)c3c(-c4nc(C(C)C)no4)c(C(N)=NO)cnc32)cc1,COc1ccc(-n2nc(C)c3c(-c4nc(C(C)C)no4)c(C(N)=NO)cnc32)cc1,True,True,407.43400000000014,3.00542,137.47,2,8,5,30,0.2228187497371099,True,1,33.93,7.31841908844312,1.6868321708981664,18
757,COc1ccc(N2CC(N3C(=O)c4ccccc4C3=O)CC2=O)cc1,COc1ccc(N2CC(N3C(=O)c4ccccc4C3=O)CC2=O)cc1,True,True,336.3470000000001,2.0967,66.92,0,4,3,25,0.8052234771530704,True,1,24.07,7.314113383849461,1.5295629291520234,19
841,CC(=O)c1cc(-c2ccc(Cl)cc2)n(CCC(=O)Nc2ccccc2[N+](=O)[O-])c1C,CC(=O)c1cc(-c2ccc(Cl)cc2)n(CCC(=O)Nc2ccccc2[N+](=O)[O-])c1C,True,True,425.8720000000001,5.256520000000004,94.24000000000001,1,4,7,30,0.3172105967953503,False,1,27.11,7.304236633300782,1.4793826535688919,20
599,Cc1ccc2[nH]c(C(=O)NNC(=S)Nc3ccc(Cl)cc3)cc2c1,Cc1ccc2[nH]c(C(=O)NNC(=S)Nc3ccc(Cl)cc3)cc2c1,True,True,358.8540000000001,3.761120000000001,68.95,4,2,2,24,0.41567551956118554,True,1,27.34,7.287095610976219,1.2557366539889798,21
671,CC(=O)N1N=C(c2ccc(-n3nc(C)n(N)c3=O)cc2)CC1c1ccc(C)cc1,CC(=O)N1N=C(c2ccc(-n3nc(C)n(N)c3=O)cc2)CC1c1ccc(C)cc1,True,True,390.4470000000001,2.06224,98.50999999999999,1,5,3,29,0.6922189581364897,True,1,22.79,7.279983340603965,1.5426617295528684,22
80,CN(C)C(CNC(=O)c1ccc(Cl)cc1)c1ccccc1,CN(C)C(CNC(=O)c1ccc(Cl)cc1)c1ccccc1,True,True,302.805,3.372700000000002,32.34,1,2,5,21,0.9181813801338088,True,1,20.61,7.256740691748532,1.3283567362514008,23
77,CCOc1ccccc1C(=O)N(O)S(=O)(=O)c1ccc(Cl)cc1,CCOc1ccccc1C(=O)N(O)S(=O)(=O)c1ccc(Cl)cc1,True,True,355.799,2.9590000000000014,83.91,1,5,5,23,0.6581028177681151,True,1,34.26,7.2524493171056115,1.4421741825510437,24
680,O=C1N=C(Nc2ccc(Cl)cc2)SC1=Cc1cccc(Br)c1,O=C1N=C(Nc2ccc(Cl)cc2)SC1=Cc1cccc(Br)c1,True,True,393.69300000000004,5.184900000000003,41.46,1,3,2,22,0.7143394356201187,False,1,21.61,7.252113272420566,1.2904538476392438,25
846,O=C1c2cccnc2C(=O)N1Cc1ccc(Cl)cc1,O=C1c2cccnc2C(=O)N1Cc1ccc(Cl)cc1,True,True,272.691,2.531200000000001,50.27,0,3,2,19,0.7895696428901121,True,1,19.63,7.251924429353078,1.4427095808976678,26
648,CN(C)c1ccc(NCc2cc(-c3ccc(Cl)cc3)[nH]n2)cc1,CN(C)c1ccc(NCc2cc(-c3ccc(Cl)cc3)[nH]n2)cc1,True,True,326.83099999999996,4.4082000000000034,43.95,2,3,5,23,0.7296687601424949,True,1,24.75,7.244912676111857,1.4459141523533265,27
403,N#Cc1ccc(N2C(=O)C(=c3oc(N)c(C#N)c3=Cc3ccccc3)OC2=S)cc1C(F)(F)F,N#Cc1ccc(N2C(=O)C(=c3oc(N)c(C#N)c3=Cc3ccccc3)OC2=S)cc1C(F)(F)F,True,True,480.4270000000001,2.9092600000000015,116.28000000000002,1,7,2,34,0.5608828714197472,True,1,38.27,7.24029740635554,1.5968336316817635,28
126,CCc1cccc2c(-c3ccc(N4CCC(NO)CC4)c(C(F)(F)F)c3)cc(C(F)(F)F)nc12,CCc1cccc2c(-c3ccc(N4CCC(NO)CC4)c(C(F)(F)F)c3)cc(C(F)(F)F)nc12,True,True,483.4560000000001,6.449400000000004,48.39,2,4,4,34,0.330877745399464,False,1,41.39,7.214739373524983,1.625858446244258,29
834,Cc1cn2c(=O)cc(COC(=O)c3ccccc3NC(=O)c3cnn(-c4ccccc4)c3)nc2s1,Cc1cn2c(=O)cc(COC(=O)c3ccccc3NC(=O)c3cnn(-c4ccccc4)c3)nc2s1,True,True,485.52500000000015,3.8594200000000027,107.58999999999999,1,7,6,35,0.3661289332458623,True,1,30.86,7.214244952742259,1.6020864538310635,30
603,CNC(=O)C1CN(c2ncccn2)CCN1C(=O)c1ccc(Cl)cc1-n1nccn1,CNC(=O)C1CN(c2ncccn2)CCN1C(=O)c1ccc(Cl)cc1-n1nccn1,True,True,426.86800000000005,0.7876999999999992,109.14000000000001,1,7,4,30,0.6563170600849311,True,1,30.86,7.206734951146444,1.5359463990151345,31
163,Cc1cc(-n2nnnc2C(C)N2CCN(c3ncc(C(F)(F)F)cc3F)CC2)cc2ccccc12,Cc1cc(-n2nnnc2C(C)N2CCN(c3ncc(C(F)(F)F)cc3F)CC2)cc2ccccc12,True,True,485.4890000000002,4.560020000000004,62.970000000000006,0,6,4,35,0.3952049121344094,True,1,38.54,7.197809254625108,1.6355812193968766,32
91,O=C(c1ccc(F)cc1)N1c2ccc(Cl)cc2C2c3c([nH]c4ccccc34)CCC21,O=C(c1ccc(F)cc1)N1c2ccc(Cl)cc2C2c3c([nH]c4ccccc34)CCC21,True,True,416.88300000000015,6.067500000000004,36.1,1,1,1,30,0.40149874305221284,False,1,33.6,7.189072167449528,1.4306023909610515,33
343,CCOCCN(CC(F)(Oc1ccc(Cl)cc1)C(F)(F)F)C(=O)NCc1ccoc1,CCOCCN(CC(F)(Oc1ccc(Cl)cc1)C(F)(F)F)C(=O)NCc1ccoc1,True,True,452.83200000000016,4.788200000000003,63.940000000000005,1,4,10,30,0.41572180353936344,True,1,44.04,7.181045604467392,1.4381520540980526,34
356,Cc1ccc(-n2c(O)cc(NCCc3cn(Cc4ccccc4F)c4ccc(Cl)cc34)c2O)cc1,Cc1ccc(-n2c(O)cc(NCCc3cn(Cc4ccccc4F)c4ccc(Cl)cc34)c2O)cc1,True,True,489.9780000000001,6.647020000000007,62.349999999999994,3,3,7,35,0.23975006499330007,False,1,38.28,7.166112800091032,1.340226169955449,35
851,CC1CCC(C(=O)N(C)c2cc(C(=O)NC(CC(=O)O)c3ccc(Cl)cc3)ccc2-c2cccc(Cl)c2)CC1,CC1CCC(C(=O)N(C)c2cc(C(=O)NC(CC(=O)O)c3ccc(Cl)cc3)ccc2-c2cccc(Cl)c2)CC1,True,True,567.513,7.395300000000006,86.71000000000001,2,3,8,39,0.29716121246509564,False,1,33.73,7.165454676500956,1.4876871963306357,36
111,CCOC(=O)C1=C(COCCn2c(C)nc3ccccc32)N=C(C)C(C(=O)OC)C1c1ccc(Cl)cc1,CCOC(=O)C1=C(COCCn2c(C)nc3ccccc32)N=C(C)C(C(=O)OC)C1c1ccc(Cl)cc1,True,True,524.0170000000003,4.879420000000005,92.01,0,7,9,37,0.2930603171116665,True,1,26.96,7.15934306564331,1.4346385826511832,37
397,O=C(c1ccccc1-n1nccn1)N1CCOC(c2c[nH]c3cc(F)ccc23)C1,O=C(c1ccccc1-n1nccn1)N1CCOC(c2c[nH]c3cc(F)ccc23)C1,True,True,391.40600000000006,3.1014000000000017,76.03999999999999,1,4,3,29,0.5823085663161772,True,1,29.19,7.15932437449864,1.6203870984519362,38
617,CCC(=O)NCCCc1coc2ccc(Cl)cc12,CCC(=O)NCCCc1coc2ccc(Cl)cc12,True,True,265.74,3.5450000000000017,42.24,1,2,5,18,0.8404037250920582,True,1,27.71,7.158559016386668,1.3729979281889961,39
917,CN1CCN(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccccc2)CC1,CN1CCN(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccccc2)CC1,True,True,352.86900000000014,4.148900000000003,35.16,1,3,3,25,0.768717311974665,True,1,21.54,7.1567658305009205,1.396429195957681,40
298,COc1noc(-c2ccc(F)cc2)c1CN(C)C(=O)c1ccc(Cl)cc1Cl,COc1noc(-c2ccc(F)cc2)c1CN(C)C(=O)c1ccc(Cl)cc1Cl,True,True,409.24400000000014,5.0683000000000025,55.57000000000001,0,4,5,27,0.590741889763967,False,1,34.67,7.153282745043437,1.5101533730684251,41
226,CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1,CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1,True,True,562.6920000000002,5.305300000000005,112.29,1,6,9,40,0.296093241240711,False,1,22.3,7.153206856250763,1.6644355691836328,42
130,O=C(O)CCNCC=Cc1cc(-c2ccc(Cl)cc2Cl)c2oc3ccccc3c2c1,O=C(O)CCNCC=Cc1cc(-c2ccc(Cl)cc2Cl)c2oc3ccccc3c2c1,True,True,440.32600000000014,6.637300000000004,62.47,2,3,7,30,0.31652817496275776,False,1,40.67,7.147284691063564,1.3557254619857366,43
332,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1c1ccc(F)cc1,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1c1ccc(F)cc1,True,True,336.27799999999996,3.687700000000002,80.52,0,4,2,25,0.40597943230387745,True,1,21.41,7.146070586490632,1.555352129224865,44
262,Cn1c(=O)n(Cc2ccc(Cl)cc2)c(=O)c2c1nc1n2CC(=O)c2cc(OC(F)(F)F)ccc2-1,Cn1c(=O)n(Cc2ccc(Cl)cc2)c(=O)c2c1nc1n2CC(=O)c2cc(OC(F)(F)F)ccc2-1,True,True,490.8250000000002,3.3603000000000014,88.12,0,5,3,34,0.43928629700311306,True,1,32.28,7.144539563337962,1.4407618862356597,45
552,CN1CCN(Cc2ccc(C(=O)Nc3ccccc3Br)cc2)CC1,CN1CCN(Cc2ccc(C(=O)Nc3ccccc3Br)cc2)CC1,True,True,388.3090000000001,3.448800000000002,35.58,1,3,4,24,0.8717756481964056,True,1,23.03,7.143216875155767,1.4480744768323284,46
822,CN(Cc1cc2n(n1)CCCN(C(=O)c1ccc(F)cc1)C2)C(=O)c1ccc(Cl)cc1,CN(Cc1cc2n(n1)CCCN(C(=O)c1ccc(F)cc1)C2)C(=O)c1ccc(Cl)cc1,True,True,440.9060000000002,3.9939000000000036,58.440000000000005,0,3,4,31,0.6159155965733929,True,1,30.53,7.141308076972054,1.5047179120234966,47
734,O=C(Nc1ccc(Nc2ccc(Cl)cc2)cc1)c1ccc(O)c(Br)c1,O=C(Nc1ccc(Nc2ccc(Cl)cc2)cc1)c1ccc(O)c(Br)c1,True,True,417.6900000000001,5.804000000000003,61.36,3,3,4,25,0.502258847335583,False,1,28.74,7.14067617893219,1.50998365395309,48
24,CC(=O)N1CCC(n2cc(-c3c[nH]c(=N)c4c(-c5ccc(NC(=O)Nc6ccc(Cl)c(C(F)(F)F)c6)cc5)cccc34)cn2)CC1,CC(=O)N1CCC(n2cc(-c3c[nH]c(=N)c4c(-c5ccc(NC(=O)Nc6ccc(Cl)c(C(F)(F)F)c6)cc5)cccc34)cn2)CC1,True,True,648.089,7.677470000000006,118.89999999999999,4,4,5,46,0.15666974528819028,False,1,29.67,7.131269520600637,1.6954456098407262,49
964,CN1C(=O)NC(=O)C(=Cc2cc(Cl)ccc2OCC2CC2)C1=O,CN1C(=O)NC(=O)C(=Cc2cc(Cl)ccc2OCC2CC2)C1=O,True,True,334.7590000000001,2.2203999999999997,75.71000000000001,1,4,4,23,0.6763936155119371,True,1,31.0,7.1299650273482005,1.4885849918423664,50
622,O=c1cc(CCCc2c[nH]c3ccccc23)[nH]c2nnc(COC3CCCCC3)n12,O=c1cc(CCCc2c[nH]c3ccccc23)[nH]c2nnc(COC3CCCCC3)n12,True,True,405.50200000000035,3.9235000000000024,88.07000000000001,2,4,7,30,0.4876997423974743,True,1,41.31,7.128951296483552,1.7510408295446096,51
81,COc1cccc(OC)c1C=NN=c1[nH]c(-c2ccc(Cl)cc2)cs1,COc1cccc(OC)c1C=NN=c1[nH]c(-c2ccc(Cl)cc2)cs1,True,True,373.865,4.348600000000003,58.97,1,5,5,25,0.5335971337275984,True,1,22.09,7.128426504548392,1.4180556781570928,52
555,CN1Cc2cc(F)ccc2OC(COc2ccn3c(CC4(c5ccc(Cl)cc5)CC4)nnc3c2)C1,CN1Cc2cc(F)ccc2OC(COc2ccn3c(CC4(c5ccc(Cl)cc5)CC4)nnc3c2)C1,True,True,492.98200000000026,5.067900000000005,51.89,0,5,6,35,0.37602694277171617,False,1,39.6,7.127345997269949,1.6749043682393947,53
364,COc1ccc(C(=O)NCCN2C(=O)SC(=Cc3ccc(Cl)cc3)C2=O)cc1OC,COc1ccc(C(=O)NCCN2C(=O)SC(=Cc3ccc(Cl)cc3)C2=O)cc1OC,True,True,446.9120000000002,3.823500000000002,84.94000000000001,1,6,7,30,0.6505877867893926,True,1,24.28,7.12603557621638,1.3559064144593906,54
536,CN(C)CCN(c1ccc(C(=O)NC(C#N)CCC(=O)Nc2ccc3[nH]cc(C#N)c(=Nc4ccc(F)c(Cl)c4)c3c2)cc1)C1CCCCC1,CN(C)CCN(c1ccc(C(=O)NC(C#N)CCC(=O)Nc2ccc3[nH]cc(C#N)c(=Nc4ccc(F)c(Cl)c4)c3c2)cc1)C1CCCCC1,True,True,695.2429999999998,6.806060000000005,140.40999999999997,3,7,12,50,0.148944579118167,False,1,39.93,7.120060118548076,1.677905133786246,55
193,COC(C)C1COC(=O)N1c1nc(=NC(C)c2ccc(Cl)cc2Cl)[nH]cc1F,COC(C)C1COC(=O)N1c1nc(=NC(C)c2ccc(Cl)cc2Cl)[nH]cc1F,True,True,429.2790000000001,3.877600000000003,79.81,1,5,5,28,0.7827162260425601,True,1,25.13,7.115842073479153,1.419600210916614,56
633,CN1CCC(N(C)CC=Cc2csc3ccccc23)CC1,CN1CCC(N(C)CC=Cc2csc3ccccc23)CC1,True,True,300.4710000000001,3.9405000000000037,6.48,0,3,4,21,0.8436230269122137,True,1,29.82,7.1158388262544365,1.5727136198836,57
414,O=C(c1cc2c3c(c1)CCC(=O)N3CCC2)c1cn(-c2ccc(C(F)(F)F)cc2Cl)nc1C(=O)OCCOc1cccc(Br)c1,O=C(c1cc2c3c(c1)CCC(=O)N3CCC2)c1cn(-c2ccc(C(F)(F)F)cc2Cl)nc1C(=O)OCCOc1cccc(Br)c1,True,True,702.9110000000001,6.999200000000006,90.73000000000002,0,6,8,45,0.11167605741238851,False,1,45.94,7.114729555130005,1.6408867228630784,58
538,NC(=O)c1ccc2onc(-c3ccc(C(=O)NC4CC4)cc3)c2c1,NC(=O)c1ccc2onc(-c3ccc(C(=O)NC4CC4)cc3)c2c1,True,True,321.33600000000007,2.4859,98.22,2,4,4,24,0.7709711002703312,True,1,30.97,7.113100762208303,1.5250327345809616,59
836,O=C(Nc1ccc(Cl)cc1Cl)c1ccc(C(=O)OCc2ccccc2)cc1,O=C(Nc1ccc(Cl)cc1Cl)c1ccc(C(=O)OCc2ccccc2)cc1,True,True,400.26100000000014,5.602700000000004,55.400000000000006,1,3,5,27,0.5673093167532847,False,1,29.0,7.1130604658126835,1.557593768951353,60
448,NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,True,True,302.31100000000004,1.1346000000000005,97.53999999999999,1,4,2,21,0.8408662969708258,True,1,17.68,7.112443515904745,1.6165264416108132,61
331,COCCn1c(=O)c2ccc(N3Cc4ccccc4C3=O)cc2n(C2CC2)c1=O,COCCn1c(=O)c2ccc(N3Cc4ccccc4C3=O)cc2n(C2CC2)c1=O,True,True,391.4270000000002,2.304900000000001,73.53999999999999,0,4,5,29,0.6690453411330708,True,1,29.52,7.111597465022404,1.6406044045169086,62
677,O=C(C=CC1CCCCO1)Nc1cn(Cc2ccc(Cl)cc2)cn1,O=C(C=CC1CCCCO1)Nc1cn(Cc2ccc(Cl)cc2)cn1,True,True,345.8300000000001,3.648600000000002,56.15,1,3,5,24,0.8414473537884499,True,1,37.99,7.1094706158638,1.4007115729510216,63
137,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CC(=O)O)C2=O)cc1,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CC(=O)O)C2=O)cc1,True,True,435.53000000000026,4.133520000000003,75.43,1,5,5,30,0.4797145954848886,True,1,20.32,7.107005924415589,1.615455734977853,64
808,CCCCCn1cc(C2=CCN(C)CC2)c2ccc(Cl)cc21,CCCCCn1cc(C2=CCN(C)CC2)c2ccc(Cl)cc21,True,True,316.87600000000003,5.2038000000000055,8.17,0,1,5,22,0.6878939583533584,False,1,27.33,7.104347196283795,1.3687415580498046,65
336,O=C(COc1ccc(Cl)cc1Cl)N1CC(c2ccsc2)CC1=O,O=C(COc1ccc(Cl)cc1Cl)N1CC(c2ccsc2)CC1=O,True,True,370.2570000000001,3.9764000000000017,46.61,0,4,4,23,0.8181414453066617,True,1,30.32,7.102673216656276,1.4014898977379606,66
901,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc(S(C)(=O)=O)cc5)c4c3)cc2)CC1,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc(S(C)(=O)=O)cc5)c4c3)cc2)CC1,True,True,460.60300000000024,4.047800000000003,69.3,1,5,5,33,0.4866853347024073,True,1,23.53,7.100734280450004,1.4192607816569978,67
549,CC(C)(N)CNC(=O)CCc1ccn(-c2ccc(Cl)c(C(F)(F)F)c2Cl)n1,CC(C)(N)CNC(=O)CCc1ccn(-c2ccc(Cl)c(C(F)(F)F)c2Cl)n1,True,True,423.266,3.9840000000000018,72.94,2,3,6,27,0.7384632947344243,True,1,41.21,7.097647154649098,1.5403564522094026,68
357,CC(=O)N1CCC(n2nc(-c3ccc(F)c(C(F)(F)F)c3)nc2C2CCN(c3nc[nH]c(=N)c3Br)CC2)CC1,CC(=O)N1CCC(n2nc(-c3ccc(F)c(C(F)(F)F)c3)nc2C2CCN(c3nc[nH]c(=N)c3Br)CC2)CC1,True,True,611.4419999999999,4.635470000000002,106.78999999999999,2,6,4,39,0.41877301851326604,False,1,26.92,7.09589063855807,1.5893218972407495,69
963,COc1ccc(C2C(=O)N(c3ncccn3)N=C3CCCC(=Cc4ccc(Cl)cc4)C32)cc1OC,COc1ccc(C2C(=O)N(c3ncccn3)N=C3CCCC(=Cc4ccc(Cl)cc4)C32)cc1OC,True,True,488.97500000000025,5.517300000000006,76.91000000000001,0,6,5,35,0.4724449791759757,False,1,33.52,7.095301895654768,1.4646160699307762,70
832,Clc1ccc(COc2cc(Cl)ccc2NCCN2CCOCC2)c(Cl)c1,Clc1ccc(COc2cc(Cl)ccc2NCCN2CCOCC2)c(Cl)c1,True,True,415.7480000000003,4.969900000000004,33.730000000000004,1,4,7,26,0.692043369600446,True,1,28.33,7.085911227335249,1.4138837743265111,71
159,O=Cc1ccc(C=Cc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1O,O=Cc1ccc(C=Cc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1O,True,True,369.3760000000001,4.1757000000000035,74.68,1,4,4,28,0.42535642804019447,True,1,27.76,7.082820955634118,1.5777737944897114,72
419,CC(C)(C)c1cc(-c2ccc(CN3CCC(O)CC3)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2)s1,CC(C)(C)c1cc(-c2ccc(CN3CCC(O)CC3)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2)s1,True,True,519.1320000000002,6.123500000000006,69.64,2,5,6,34,0.41193878787839494,False,1,35.02,7.07832266070048,1.468060766262252,73
744,O=C(Cc1ccc2cc(Cl)ccc2c1)N1CCCC(c2ccccc2)C1CN1CCCC1,O=C(Cc1ccc2cc(Cl)ccc2c1)N1CCCC(c2ccccc2)C1CN1CCCC1,True,True,447.0220000000003,5.906300000000008,23.550000000000004,0,2,5,32,0.486258506743584,False,1,27.32,7.077232493821779,1.3164682427874337,74
714,Cn1c(CN2CCOCC2c2ccc(C(F)(F)F)cc2)nc2ccccc21,Cn1c(CN2CCOCC2c2ccc(C(F)(F)F)cc2)nc2ccccc21,True,True,375.39400000000006,4.165600000000004,30.29,0,3,3,27,0.6885147827131302,True,1,29.87,7.077218896547954,1.5572738463591307,75
966,Cn1cc(C(=O)NCCc2ccc(Cl)cc2Cl)c(=O)c2c(-c3ccccc3)c(-c3ccccc3)cnc21,Cn1cc(C(=O)NCCc2ccc(Cl)cc2Cl)c(=O)c2c(-c3ccccc3)c(-c3ccccc3)cnc21,True,True,528.4390000000002,6.5468000000000055,63.99,1,3,6,37,0.2720745987414899,False,1,31.84,7.074175198554992,1.5018283664422323,76
