SMILES,SMILES_state,NLL
Cn1nc2c(c1Cc1cccc(F)c1)-c1nc(=Nc3ccc(OCC4CCCNC4)cn3)[nH]cc1CC2,1,32.0
O=C(NC(c1ccccn1)C(F)F)c1cnn2ccc(N3CCCC3c3cc(F)ccc3Cl)nc12,1,33.35
N=c1nc2scc(-c3ccccc3)c2c(N2CCN(c3ccc(F)cc3C(F)(F)F)CC2)[nH]1,1,27.98
COc1nc2c(cnn2-c2cc(=Nc3cnn(CC(=O)N4CCNCC4)c3)c(C(=O)NCC(F)C(C)(C)O)c[nH]2)cc1Br,1,40.69
CCC(C)C(CO)N=c1[nH]c2cc(-c3cnn(C)c3)cnc2cc1-c1ccc(C#N)nc1,1,39.32
O=C(CSc1nc2ccccc2[nH]1)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,1,23.8
Cc1ccc2c(c1)c(-c1sc(C)nc1C)nn2CC1CN(CC(=O)C2CCCCC2O)C(=O)O1,1,47.22
CN1N(CC(=O)c2ccc3c(c2)OCO3)C(=O)c2ccccc2S1(=O)=O,1,25.03
COc1cccc(N(CCN2CCN(Cc3nc(=O)c4cc(OC)c(OC)cc4[nH]3)CC2)C(=O)C2CCN(C(C)=O)CC2)c1,1,36.57
COc1ccc2c(c1)c(CC1=c3ccccc3=NC1=O)cn2C(=O)OC(C)(C)C,1,25.39
CCc1nc(CNC(=O)NCC(C)c2ccccc2)cs1,1,24.51
CCOc1ccc2[nH]c(=NC(=O)CNC(=O)c3ccc(C(F)(F)F)cc3)sc2c1,1,27.03
COc1ccc(CCN(N=O)C(=O)C(Cc2ccccc2)NC(=O)c2ccccn2)cc1,1,34.16
CC1CCCCC1NC(=O)CSc1n[nH]c(=N)s1,1,19.67
Cc1[nH]c(C)c(-c2ccc(Oc3ccc(S(C)(=O)=O)cc3)cc2)c(=O)c1Cl,1,21.34
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccccc1Cl,1,20.09
O=S(=O)(CCc1cnc(N=c2nc(-n3cccn3)cc[nH]2)s1)c1ccccc1,1,34.54
O=C1C(=Cc2ccc3c(c2)no[n+]3[O-])SC(=S)N1CCc1ccccc1,1,27.23
Cc1onc(-c2cccc(Cl)c2)c1COc1ccc(C(=O)NCC(F)(F)F)cn1,1,21.7
Fc1ccc(-c2c[nH]c3ncc(-c4ccncc4)cc23)cc1,1,20.17
CCN(Cc1nc(=O)c2scc(Br)c2[nH]1)c1ccccc1,1,28.09
CCCCCC(=O)NCC1Cc2ccccc2CN1C(=O)COc1ccc(C)cc1,1,33.04
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OC(=O)C2CCNCC2)cc1C(C)(C)C,1,27.99
CCOC(=O)c1ccc(N=NN(CC)CC)cc1,1,18.02
CC(C)N1CCCC(Oc2ccc(CN3CCC(F)CC3)cc2)CC1,1,27.24
Cc1ccc(N(CC(=O)NCc2ccco2)C(=O)CNC(=O)c2ccccc2)cc1,1,26.58
Cc1cccc(NC(=O)C2COc3c(cccc3N3CCCCS3(=O)=O)C2)c1,1,32.99
COc1c(F)cc(F)cc1C(=O)c1cc2ccc(NS(=O)(=O)c3cccc4nsnc34)cc2o1,1,42.03
CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,1,18.79
O=C(c1cc(C2CC2)on1)N1CCCC(c2ccccn2)C1,1,23.25
CC1CCN(C(=O)CN(c2cccc(F)c2)S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,1,26.42
Fc1ccc(C2=NCCN=C(C(F)(F)F)C2)cc1,1,18.63
CN=c1cccc(C2(Cc3cccc4ccccc34)NC(=O)N(CC(F)(F)F)C2=O)[nH]1,1,36.82
COC1C(OC(C)=O)C(C)(C)C2(C)C3C(C)C4(C=CCO4)CC4OC43OC12OC,1,51.7
CCCCC1CCc2cc(-c3cccc(OC(F)F)c3)ccc2N1C(=O)c1ccc(O)cc1O,1,36.12
CCOc1ccccc1C(=O)N(O)S(=O)(=O)c1ccc(Cl)cc1,1,34.26
N#CCc1coc2ccccc12,1,22.63
Cc1nc(SCC(=O)N2CCCc3ccccc32)nc(C)c1C,1,19.72
CN(C)C(CNC(=O)c1ccc(Cl)cc1)c1ccccc1,1,20.61
COc1cccc(OC)c1C=NN=c1[nH]c(-c2ccc(Cl)cc2)cs1,1,22.09
NC(=NOCC(O)CO)c1ccc2[nH]cnc2c1,1,26.8
Cc1cccc(NC(=O)CN2C=NS(=O)(=O)c3ccccc32)c1,1,21.94
O=C(CCc1cccc(CO)c1)N=C(CCc1ccoc1)C(=O)O,1,38.27
CNC(=O)C(CC1COC1)c1csc(=N)[nH]1,1,31.28
CN(C)c1ccc(C=CC=NN=c2[nH]c(-c3cccc(C#N)c3)cs2)cc1,1,28.45
Cc1nc(C)nc(-n2ncc(C(=O)Nc3ccccc3Cl)c2C)n1,1,26.92
O=C(Cn1cnc([N+](=O)[O-])c1)NCc1ccc(F)cc1,1,21.81
O=C(Nc1ccc(S(=O)(=O)N2CCN(c3ncccn3)CC2)cc1)c1ccco1,1,22.82
CCc1cccc(-c2[nH]c(CNS(C)(=O)=O)nc(=NC3CC(CO)C(O)C3O)c2-c2ccccc2F)n1,1,32.01
O=C(c1ccc(F)cc1)N1c2ccc(Cl)cc2C2c3c([nH]c4ccccc34)CCC21,1,33.6
CCOC(=O)N=c1cc(Cl)c2ccc(OC)c(OCCCNC(=O)c3ccccc3F)c2[nH]1,1,38.2
CC1=NN(C(=O)OCc2ccccc2Cl)C(c2ccc([N+](=O)[O-])cc2)C1,1,26.64
O=C(CCCN1CCN(CC(O)COc2ccccc2)CC1)N1CCOCC1,1,27.77
O=C(NCCN1CCOCC1)C1CCN(Cc2cccc(F)c2)CC1,1,23.35
COc1nc2ccc(C(=O)OC3CCC[N+](C)([O-])C3)cc2nc1C,1,40.01
CCCCn1c(=O)[nH]c(O)c(C=NCCN2CCOCC2)c1=O,1,19.88
COc1ccc2[nH]c(=NC(=O)c3cccc(S(=O)(=O)N4CC(C)OC(C)C4)c3)sc2c1,1,23.98
COc1cc(OC)c(C=C2SC(=S)N(CCCC(=O)Nc3ccc(C(=O)O)cc3)C2=O)c(OC)c1,1,25.84
CC1CCN(CCOCC2CN(S(=O)(=O)c3ccc(F)cc3)c3c2ccn3C)C1,1,37.52
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccc(C(F)(F)F)c(F)c3)CC2)C1,1,22.21
COc1ccc2cccc(CCNC(=O)c3cc(OC)c(O)c(OC)c3)c2c1,1,24.47
O=C(NCc1ccc2c(c1)OCO2)N1CCc2ccccc2C1,1,21.76
CCCCCCC(NC(Cc1ccccc1)C(=O)NC)C(=O)O,1,31.06
CCOc1cccc(=NC(=O)c2cc(Oc3cccnc3)ccn2)[nH]1,1,24.96
CC(CC12CC3CN(CCN(C3)C1)C2)NC(=O)C(C)(C)C,1,28.78
CC(C)c1nc2cc(C#Cc3ccccc3)sc2n1Cc1ccc(C(=O)O)cc1,1,33.78
CC(C)Cn1ccc(-c2ccccc2)n1,1,21.63
CC(C)Cc1ccc(C(C)C(=O)NCc2ccc(C(F)(F)F)nc2C(=O)NC(Cc2ccccc2)CC(C)(C)F)cc1,1,40.15
O=S1(=O)N=C(NC2CCCCC2)Nc2ccncc21,1,19.29
CCOC(=O)C1=C(COCCn2c(C)nc3ccccc32)N=C(C)C(C(=O)OC)C1c1ccc(Cl)cc1,1,26.96
CNCCc1c2c(N)c(OC)ccc2cc2c3cc(O)c(OC)cc3n(C)c12,1,35.42
CCOc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1[nH]cc(F)c(=Nc2ccc(N3CCCC3)cc2OC)[nH]1,1,28.14
O=C(Nc1ccccc1Cl)N(CCCN1CCOCC1)Cc1ccco1,1,22.79
CSc1sccc1C(=O)N=c1[nH]c(-c2ccc(C)cc2)cs1,1,25.82
Cc1cccc2cc(C#N)ccc12,1,20.42
Cc1c(-c2ccccc2)c(=O)ccn1O,1,20.34
CCCC(NC(=O)c1c(C)nc2ccccn12)c1cccc(C(F)(F)F)c1,1,29.98
COC(=O)C1=CC2(c3ccc(NC(=O)c4ccccc4)cc3)CCC3C(CN3C2)C1C,1,44.35
CC(C)=CCN1c2ccccc2N(C)c2c(OC(N)=O)ccnc21,1,33.38
COc1cc(C(F)(F)F)cc2cc(CC(=O)O)c(=O)oc12,1,25.14
O=C(O)c1cccc(Cc2ccc(C(F)(F)F)cc2)n1,1,22.44
O=C(N=c1cc(C2CC2)o[nH]1)NCc1cccc(-c2cc3cnccc3[nH]2)c1,1,30.64
CC1(C(=O)c2nccs2)C2CCCC2CN1C(=O)C(F)(F)F,1,37.06
Oc1c2c(c(O)n1C1CCCCC1)C1c3[nH]c4ccccc4c3CCN1C2,1,30.03
CCc1cccc2c(-c3ccc(N4CCC(NO)CC4)c(C(F)(F)F)c3)cc(C(F)(F)F)nc12,1,41.39
Cn1cc(N2CCC3(CC2=O)OCCO3)cn1,1,24.0
CCC1(O)c2ccc3c(O)n(CCN(C)C)c(O)c3c2C(=O)c2cc3ccccc3c(O)c21,1,38.95
CC(=O)OC1C2C(=CC(=O)O)OC(=O)C2(C)C2CCC(=O)C1(C)C1C(C)(CO)CCCC21C,1,52.12
O=C(O)CCNCC=Cc1cc(-c2ccc(Cl)cc2Cl)c2oc3ccccc3c2c1,1,40.67
O=C(NCCc1nc2ccccc2n1C1CC2CCCC(C1)N2C1CC2CCCC(C2)C1)c1cc(Cl)cc(Cl)c1,1,32.44
Cc1ccc(C2(N3CCCCC3)SCCCS2)cc1,1,22.34
COc1cc(NC(=O)C2CCCCC2C(=O)NCC#N)cc2ccccc12,1,29.85
CC(N=c1[nH]cnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,1,25.05
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1,1,23.54
Cc1ccc2c(CN3CCN(c4ncccn4)CC3)cc(=O)oc2c1,1,21.35
Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(CC(=O)O)C2=O)cc1,1,20.32
O=C(Nc1cc([N+](=O)[O-])ccc1N1CCc2ccccc2C1)c1ccc([N+](=O)[O-])o1,1,28.67
O=C1CCCC1Cc1ccccc1Oc1ccc(F)cc1,1,26.77
CC(=O)N1CC2CCCN(C(=O)OC(C)(C)C)CC2CC1c1cccc(C(N)=O)c1,1,37.31
O=C(NCc1ccccc1)c1ccc(OCCCN2CCCCC2)cc1OCc1ccccn1,1,28.76
CC(C)(Oc1ccc(Cl)c(Cl)c1)C(=O)Nc1cc([N+](=O)[O-])c(F)cc1[N+](=O)[O-],1,36.65
O=C(Nc1cc(Cl)cc(CN2CCN(c3ccccc3Cl)CC2)c1)c1ccccc1,1,30.1
O=c1cc(O)c2nc3c(cc2o1)CCCCCC3,1,27.44
CC(=O)NC(C)(Cc1ccccc1)C(=O)CC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(N)=O,1,37.83
COc1cc2c(=Nc3cccc(C(F)(F)F)c3)[nH]c(Cl)nc2cc1OCCCN1CCCC1,1,28.78
Cn1cncc1CN(CCN(CC1CCCN1c1cccnn1)S(=O)(=O)c1ccccc1)c1ccc(C#N)cc1,1,30.53
Cc1cc(N=c2nc(C(F)(F)F)cc[nH]2)cc(-c2cccc(C(=O)N3CCCC3C(=O)O)c2)c1,1,25.45
CNC(=O)OCc1c(COC(N)=O)c2n(c1COC(=O)Nc1ccccc1)c1c3ccccc3oc1c1c(O)c3c(Cl)cccc3n12,1,58.69
CCOC(=O)N1CCC(NC(=O)CN2Cc3ccccc3OC2=O)CC1,1,28.7
CC(C)C(C)(C)NC(=O)c1cnn2ccc(Cc3ccc(F)cc3)cc12,1,36.44
C=C(CN1CCN(c2ccccc2C#N)CC1)C(=NO)C(=O)NN=Cc1ccccn1,1,43.6
CCOCCNC(=O)c1cc2ccccc2[nH]1,1,23.66
O=C(C=CC1CC1)N1CCCC(n2cnc3ccccc3c2=O)C1,1,27.03
C=CCNC(=S)Nc1cc(Cl)c(Cl)c(Cl)c1,1,23.03
N=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1N,1,19.15
CC(C)=CCN1C(C)Cn2c(=O)[nH]c3cccc(c32)C1c1ccccn1,1,23.55
COc1cc2c(c(OC)c1OC)-c1c(c(OC)c(OC)c(OC)c1OC)CC(C)C(C)C2,1,20.37
O=Cc1ccc(C=Cc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1O,1,27.76
O=C(NC1CCCc2ccccc21)C1CCN(S(=O)(=O)c2c[nH]c3ncccc23)CC1,1,30.08
CCN(CC(O)CO)c1ccnc(N=c2nccc[nH]2)c1,1,36.55
N#CC1C(=N)OC2=C(C(=O)CCC2)C1c1cc([N+](=O)[O-])c(F)cc1Cl,1,30.65
Cc1cc(-n2nnnc2C(C)N2CCN(c3ncc(C(F)(F)F)cc3F)CC2)cc2ccccc12,1,38.54
O=C(O)c1cc2nc(-c3ccoc3)nc(N3CCOCC3)c2[nH]1,1,29.78
CC(C)(CO)CNCc1cc(OCCCNCC(O)c2ccc(O)c3[nH]c(=O)sc23)cc(Cl)c1Cl,1,44.68
Cc1cccc(NC(=O)Cn2c3c(c4ccc(F)cc42)C2CCC(=N2)N(C)C3=O)c1,1,44.47
CC1(CO)C(O)CCC2(C)C3CCC4(C)CCC(O)C4(C)C=C3CCC12,1,26.91
NC(N)=NCCCC(NC(=O)c1ccc(-c2nc(N3CCOCC3)nc3ccsc23)cc1)C(=O)NCc1ccccc1,1,32.96
Cn1cc(C=CC(=O)NCC2CCC(CN=c3nc(N4CCCC4)nc(N4CCCC4)[nH]3)CC2)c(=O)[nH]c1=O,1,37.89
Cc1c2cc(Cl)ccc2c2n1CC(O)C1CC21COc1ccc(F)cn1,1,42.35
CCCn1c(=O)c2[nH]c(-c3cnn(CC(=O)NC4CCCNC4)c3)nc2n(CCC)c1=O,1,27.87
COc1cc(N(C)Cc2cnc3[nH]c(=N)[nH]c(=N)c3n2)ccc1C(C)C,1,26.84
N#Cc1cc(-c2n[nH]c3ccc(-c4ccc5c(c4)OCO5)cc23)ccn1,1,32.05
O=C(NN=Cc1ccc2c(c1)OCCO2)c1ccc(O)c(Cl)c1,1,20.93
Cn1c(-c2ccc(NC(=O)N=c3[nH]ccs3)cc2)nc2ccccc21,1,26.42
COCC1COCCN1CCCOc1cc2nc[nH]c(=Nc3cc(CN4CCC(O)CC4)cs3)c2cc1OC,1,33.91
COc1cccc(N=c2nc(C3CCN(C(=O)c4cccc(OC)c4)CC3)cc[nH]2)c1,1,26.77
OCc1oc(-c2cnc3c(c2)CCC3)nc1CCc1ccc(-c2ccc3[nH]cnc3c2)s1,1,46.63
CC1NC(C)(C)COC1(O)c1ccccc1,1,15.79
COc1ccc(Cc2ccc(OC)nc2)cc1,1,21.1
CNC(=O)c1c(F)ccc(N=c2nc(N3CC(n4nc(C)cc4C)C3)cc[nH]2)c1F,1,30.32
CCC(=NNC(N)=S)c1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,1,24.94
CCCCCCNC(=O)c1cnc(N2CCOCC2)c(OCC)n1,1,23.88
CC(=O)N1CCC(=O)c2cc(C(=O)NCCCN3CCOCC3)ccc21,1,27.54
O=C(Cn1ncc2ccccc21)NC1CC1,1,21.78
Cc1ccc2c(c1)CCc1ccccc1C2=C1CCNCC1,1,22.32
CCOc1ccc(N(CC(=O)N2CCc3ccccc32)S(=O)(=O)c2c(C)noc2C)cc1,1,24.65
CN(C)C(=O)CCC(=O)N1CC(C(C)(C)C)N(C(=O)c2cncs2)c2ccccc21,1,44.16
NN=c1[nH]nc(-c2cccc(Cl)c2)s1,1,18.57
CCCN(Cc1ccccc1C(F)(F)F)CC(O)C1CCN(C(=O)OC(C)(C)C)CC1,1,34.79
CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,1,20.49
CC1CN(c2ccc(NC(=O)C3(C)CCN3C(=O)CCc3ccc(Cl)cc3Cl)cc2)CCC1N1CCNCC1,1,41.14
COC(C)C1COC(=O)N1c1nc(=NC(C)c2ccc(Cl)cc2Cl)[nH]cc1F,1,25.13
CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)c1ccncc1,1,24.55
CC1=CN2C(=N)C(=Cc3cccc(C(F)(F)F)c3)C(=O)N=C2S1,1,24.84
CCOC(=O)C1(Cc2ccc(OCC)cn2)CCN(c2ccccn2)CC1,1,36.72
COc1ccc(C2CC(=O)C3C(=NC(=O)CC3c3cc(C)ccc3C)C2)cc1OC,1,25.58
COc1cc(C)ccc1OCC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1cccnc1,1,31.55
COCCOCC(=O)N1CCOC2(C1)CC(C)(C)Oc1ccccc12,1,29.58
Cc1ccc(-c2sc3ccccc3c2N)cc1,1,21.9
Cc1ccc(C(=O)CSc2nnc(-c3cc4occc4n3C)n2N)cc1C,1,29.52
CCCCCCn1c(=O)c(C(=O)N=CCc2ccccc2)c(O)c2ccccc21,1,27.98
COc1ccccc1N=c1[nH]c(CN2CCN(c3cccc(Cl)c3)CC2)nc(=N)[nH]1,1,20.79
C=CCN(CC=C)CC(=C)Cc1ccccc1,1,23.64
C=c1[nH]n(-c2ccccc2C(F)(F)F)c(=O)c1=Cc1ccc(OC)cc1,1,23.7
Cc1ccc(-n2c(=O)c3c4c(sc3n(Cc3ccc(C)cc3C)c2=O)CCC4)cc1,1,26.21
C=CCOC(=O)N1CCn2ncnc2C1CC,1,28.64
COc1ccccc1CCNC(=O)c1cc(C(F)(F)F)ccc1N,1,26.96
COc1ccccc1-c1cn(-c2ccc3c(c2)C(=O)NC3=O)nn1,1,26.18
CN(C)C1(Cc2cnn(-c3ccc(F)cn3)c2)CCCCCC1,1,30.69
Cn1c(=NCC(O)c2ccc(O)cc2)n(Cc2ccc(C(=O)O)cc2)c2ccc(Oc3ccccc3)cc21,1,38.46
CCOC(=O)CC(C)=Nc1cccc(C)c1,1,24.69
Cc1ccc(-c2nc(=NCC(C)(C)c3ccccc3)c(Cl)c(C)[nH]2)nc1,1,26.39
Cc1cccc(-n2nc(C)c3c2NC(=O)C(C)SC3c2cccs2)n1,1,25.54
Cc1cc(C)nc(Sc2nnc(-c3ccccc3C)o2)n1,1,24.14
CCSc1nc(-c2ccccc2)cs1,1,19.52
CCCC1C2=NC(=O)N(N=C3N(C)C(=O)NC(c4ccccc4)C34CC4)C2=C(C#N)C1c1cccc(Cl)c1,1,52.93
Cc1nc(=NCc2ccco2)c2c3c(sc2[nH]1)CC(C)CC3,1,23.8
O=C1CN(C(=O)CSc2nc3ccccc3c(=O)n2-c2ccccc2)c2ccccc2N1,1,22.67
O=C(NC(C(=O)O)C1CCCCC1)c1ccc(-c2cccc(Cl)c2)cc1,1,23.57
CC(=O)OC(C)Oc1c(C)n(Cc2ccccc2)c2ccc(F)cc12,1,30.6
CC(=O)N=c1[nH]c(C)c(-c2csc(=Nc3cc(F)ccn3)[nH]2)s1,1,25.32
Cc1nc(CC2CCCN(C(=O)CCc3c(C)noc3C)C2)n[nH]1,1,26.46
Cc1cc(-c2nn(-c3ccccc3)cc2C=C(C(=O)C(F)(F)F)C(C#N)C(=O)c2ccc3ccccc3c2)c(Cl)s1,1,52.19
O=C(OCC(=O)N1CCOCC1)c1c(F)cccc1F,1,20.58
CCCCc1nn(-c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1,1,22.3
CCNC(=O)CC(C#N)C(C#N)C(=N)Sc1ccc(Br)cc1,1,28.55
CCNC(=O)C(Cc1ccc(F)cc1)NC(=O)c1cc(Cl)c(O)c(O)c1Cl,1,35.92
CC(=O)Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1,1,22.49
COc1ccc(-n2nc(C)c3c(-c4nc(C(C)C)no4)c(C(N)=NO)cnc32)cc1,1,33.93
CCCCn1cc([N+](=O)[O-])nc1C(=O)Nc1ccc(C)cc1Cl,1,30.93
O=C(NCc1ccccc1)c1cnc2n(c1=O)CCS2,1,18.21
CC(C)C(NC(=O)OC(C)(C)C)C(O)CNCC(CC1CCCCC1)C(Cc1ccccc1)NC(O)C(Cc1ccccn1)NC(=O)C(CC1CCNC(C)(C)O1)NC(=O)OC(C)(C)C,1,58.35
Cc1cc(C2=C3C(=O)CC(C)(C)C=C3Oc3cc4c(cc32)OCO4)c(C)n1-c1cccc([N+](=O)[O-])c1,1,39.17
Cc1ccc2nc(SCC(=O)Nc3ccccc3Cl)nc(=O)n2c1,1,22.42
CCn1c(C)nnc1SCc1cccc2ccccc12,1,23.93
CCC1COc2cc(-c3cnc(-c4ccc(F)cn4)o3)c(OC)cc2N1C,1,41.11
OC1(C2CCC(Br)(Br)CC2)OCc2ccccc21,1,36.44
O=S(=O)(c1ccc(Cl)cc1)N1CCN(Cc2ccc(Cl)cc2)CC1,1,20.03
Cc1c(C(=O)NCc2nnnn2-c2ccccc2)cc2nc(-c3ccc(Br)cc3)c(-c3ccccc3Cl)nn12,1,43.79
CN1C=CSC1=C(C#N)C(=O)N=c1[nH]cc(Cl)s1,1,27.53
CC(C)c1sc(=NC(=O)C(Cc2c[nH]c3ccccc23)NC(N)=O)[nH]c1-c1cccc(Cl)c1,1,38.54
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)C1=Cn1cc([N+](=O)[O-])cn1,1,29.02
COc1ccc(C=C(Br)C=NNc2ccccc2)cc1,1,24.71
COc1ccccc1N1CCN(CC(=O)N2c3ccccc3CC2C)CC1,1,21.29
C=CC(=O)NCCCCCCC(C(=O)Nc1ccc([N+](=O)[O-])cc1)N1Cc2ccccc2CC1CNC(=O)c1ccccn1,1,52.25
O=C(N=c1cc(C2CC2)[nH]n1C1CCOCCC1F)c1cnn2cccnc12,1,32.02
COCCN(CCN1C2CCC1CC(c1cccc(C(N)=O)c1)C2)C(=O)CCN(C)C,1,32.4
Cc1cc(C)cc(-c2noc(C(C)N=c3cccc(N4C(=O)OCC4C(C)C)[nH]3)n2)c1,1,31.97
Cc1nn(C)c(-n2cccn2)c1CN1CCCC1c1nccs1,1,28.54
Cc1c(C=O)cnc2cc(C(=O)OCCOC(=O)CC3CCN(C(=O)OC(C)(C)C)CC3)ccc12,1,50.97
CCCC(=O)Nc1ccc(NC(=O)COc2ccc(Cl)c(CC)c2)cc1,1,31.6
CCOc1ccc(N2CC(=O)Nc3c(N4CCN(CCc5ccccc5)CC4)nc(C(C)C)nc32)cc1,1,28.76
Cn1c2c(c(=O)c3cc(Br)ccc31)-c1ccccc1C2=O,1,22.59
Cc1ccc2nc(Cl)c(C3CC(c4ccc(F)cc4)=NN3C=O)cc2c1,1,25.56
CC(C)(O)C1CCC2(C)C(O)CCC2C(=O)C1,1,27.92
CCOC(=O)C(OC(=O)C(C#N)=Cc1ccc(OCc2cc(F)cc(F)c2)c(OC)c1)c1ccccc1,1,37.69
Cc1nc2ccccc2c(=O)n1N=C(Cc1ccc(Cl)cc1)C(=O)O,1,26.37
